date,amount,description,category
27-05-2023,102.31,Water bill,Utilities
27-05-2023,98.25,Fuel refill,Transport
27-05-2023,181.75,Uber ride,Transport
28-05-2023,24.83,Internet bill,Utilities
28-05-2023,47.51,Electronics,Shopping
28-05-2023,89.79,Bus ticket,Transport
28-05-2023,162.04,Internet bill,Utilities
28-05-2023,37.47,Restaurant,Food
29-05-2023,124.33,Coffee,Food
29-05-2023,238.44,Electronics,Shopping
29-05-2023,95.05,Grocery shopping,Food
29-05-2023,129,Clothing purchase,Shopping
30-05-2023,139.63,Electricity bill,Utilities
30-05-2023,234.43,Electricity bill,Utilities
30-05-2023,73.05,Internet bill,Utilities
30-05-2023,156.8,Electronics,Shopping
30-05-2023,42.25,Water bill,Utilities
31-05-2023,51.99,Electronics,Shopping
31-05-2023,123.73,Restaurant,Food
31-05-2023,156.78,Fuel refill,Transport
31-05-2023,63.6,Coffee,Food
31-05-2023,34.74,Netflix subscription,Entertainment
01-06-2023,174.58,Concert,Entertainment
01-06-2023,129.81,Electricity bill,Utilities
01-06-2023,155.73,Grocery shopping,Food
01-06-2023,157.85,Electricity bill,Utilities
,,,
02-06-2023,199.06,Bus ticket,Transport
02-06-2023,95.1,Electronics,Shopping
02-06-2023,207.75,Internet bill,Utilities
02-06-2023,193.48,Online shopping,Shopping
02-06-2023,122.93,Uber ride,Transport
02-06-2023,171.84,Clothing purchase,Shopping
03-06-2023,84.26,Online shopping,Shopping
03-06-2023,159.18,Uber ride,Transport
03-06-2023,20.83,Clothing purchase,Shopping
03-06-2023,31.89,Electricity bill,Utilities
03-06-2023,116.32,Water bill,Utilities
03-06-2023,41.56,Water bill,Utilities
04-06-2023,84.55,Internet bill,Utilities
04-06-2023,121.62,Internet bill,Utilities
04-06-2023,101.65,Grocery shopping,Food
04-06-2023,239.27,Fuel refill,Transport
05-06-2023,166.38,Grocery shopping,Food
05-06-2023,203.18,Grocery shopping,Food
05-06-2023,211.01,Online shopping,Shopping
06-06-2023,207.16,Electricity bill,Utilities
06-06-2023,115.28,Bus ticket,Transport
06-06-2023,222.9,Coffee,Food
06-06-2023,30.89,Electronics,Shopping
07-06-2023,171.66,Coffee,Food
07-06-2023,187.82,Online shopping,Shopping
07-06-2023,201.52,Grocery shopping,Food
07-06-2023,239.34,Netflix subscription,Entertainment
07-06-2023,118.18,Clothing purchase,Shopping
07-06-2023,242.83,Water bill,Utilities
08-06-2023,47.66,Concert,Entertainment
08-06-2023,166.77,Online shopping,Shopping
08-06-2023,25.24,Uber ride,Transport
08-06-2023,77.38,Electricity bill,Utilities
08-06-2023,98.58,Grocery shopping,Food
09-06-2023,67.58,Netflix subscription,Entertainment
09-06-2023,21.97,Internet bill,Utilities
09-06-2023,122.17,Restaurant,Food
09-06-2023,200.68,Uber ride,Transport
10-06-2023,152.46,Movie night,Entertainment
10-06-2023,132.59,Electronics,Shopping
10-06-2023,36.38,Internet bill,Utilities
10-06-2023,60.03,Restaurant,Food
10-06-2023,139.77,Coffee,Food
10-06-2023,45.1,Fuel refill,Transport
11-06-2023,170.62,Electricity bill,Utilities
11-06-2023,8.12,Movie night,Entertainment
11-06-2023,169.51,Electronics,Shopping
11-06-2023,138.28,Grocery shopping,Food
11-06-2023,59.16,Online shopping,Shopping
11-06-2023,83.41,Water bill,Utilities
12-06-2023,234.66,Netflix subscription,Entertainment
12-06-2023,45.38,Online shopping,Shopping
12-06-2023,182.87,Online shopping,Shopping
12-06-2023,57.31,Movie night,Entertainment
13-06-2023,106.29,Electricity bill,Utilities
13-06-2023,187.14,Online shopping,Shopping
13-06-2023,30.95,Concert,Entertainment
13-06-2023,218.96,Clothing purchase,Shopping
13-06-2023,44.22,Grocery shopping,Food
14-06-2023,186.72,Fuel refill,Transport
14-06-2023,73.09,Netflix subscription,Entertainment
14-06-2023,166.1,Movie night,Entertainment
14-06-2023,186.88,Restaurant,Food
15-06-2023,173.53,Concert,Entertainment
15-06-2023,140.79,Online shopping,Shopping
15-06-2023,210.79,Uber ride,Transport
15-06-2023,7.7,Electricity bill,Utilities
16-06-2023,95.15,Fuel refill,Transport
16-06-2023,211.28,Concert,Entertainment
16-06-2023,35.55,Netflix subscription,Entertainment
17-06-2023,222.12,Clothing purchase,Shopping
17-06-2023,100.92,Movie night,Entertainment
17-06-2023,175.43,Clothing purchase,Shopping
17-06-2023,156.8,Clothing purchase,Shopping
17-06-2023,99.98,Electricity bill,Utilities
18-06-2023,162.37,Electricity bill,Utilities
18-06-2023,142.56,Clothing purchase,Shopping
18-06-2023,124.22,Internet bill,Utilities
19-06-2023,71.11,Bus ticket,Transport
19-06-2023,127.07,Water bill,Utilities
19-06-2023,175.38,Movie night,Entertainment
19-06-2023,245.58,Internet bill,Utilities
20-06-2023,112.85,Water bill,Utilities
20-06-2023,85.41,Internet bill,Utilities
20-06-2023,96,Restaurant,Food
21-06-2023,192.81,Concert,Entertainment
21-06-2023,162.43,Restaurant,Food
21-06-2023,160.86,Restaurant,Food
22-06-2023,105.43,Concert,Entertainment
22-06-2023,186.3,Water bill,Utilities
22-06-2023,50.2,Fuel refill,Transport
22-06-2023,86.96,Clothing purchase,Shopping
22-06-2023,10.93,Electronics,Shopping
22-06-2023,131.93,Clothing purchase,Shopping
23-06-2023,18.75,Netflix subscription,Entertainment
23-06-2023,60.26,Movie night,Entertainment
23-06-2023,118.12,Online shopping,Shopping
24-06-2023,117.26,Grocery shopping,Food
24-06-2023,159.64,Clothing purchase,Shopping
24-06-2023,112.03,Bus ticket,Transport
24-06-2023,19.03,Restaurant,Food
24-06-2023,189.09,Electricity bill,Utilities
24-06-2023,21.89,Grocery shopping,Food
25-06-2023,13.89,Uber ride,Transport
25-06-2023,227.03,Concert,Entertainment
25-06-2023,110.08,Uber ride,Transport
25-06-2023,70.69,Grocery shopping,Food
25-06-2023,214.01,Grocery shopping,Food
25-06-2023,227.08,Movie night,Entertainment
26-06-2023,105.72,Clothing purchase,Shopping
26-06-2023,241.03,Bus ticket,Transport
26-06-2023,207.83,Clothing purchase,Shopping
27-06-2023,245.42,Grocery shopping,Food
27-06-2023,165.27,Fuel refill,Transport
27-06-2023,143.51,Fuel refill,Transport
27-06-2023,243.14,Concert,Entertainment
27-06-2023,49.84,Electricity bill,Utilities
27-06-2023,181.4,Restaurant,Food
28-06-2023,213.4,Fuel refill,Transport
28-06-2023,245.23,Grocery shopping,Food
28-06-2023,103.97,Clothing purchase,Shopping
28-06-2023,198.97,Netflix subscription,Entertainment
28-06-2023,155.16,Grocery shopping,Food
29-06-2023,110.01,Fuel refill,Transport
29-06-2023,167.73,Clothing purchase,Shopping
29-06-2023,28.9,Restaurant,Food
29-06-2023,188.57,Netflix subscription,Entertainment
30-06-2023,117.51,Water bill,Utilities
30-06-2023,126.83,Concert,Entertainment
30-06-2023,85.9,Clothing purchase,Shopping
30-06-2023,9.4,Internet bill,Utilities
30-06-2023,220.5,Electronics,Shopping
30-06-2023,63.51,Internet bill,Utilities
01-07-2023,141.71,Uber ride,Transport
01-07-2023,28.07,Fuel refill,Transport
01-07-2023,100.73,Netflix subscription,Entertainment
,,,
02-07-2023,206.42,Water bill,Utilities
02-07-2023,195.02,Bus ticket,Transport
02-07-2023,54.92,Concert,Entertainment
02-07-2023,146.51,Fuel refill,Transport
02-07-2023,162.46,Electronics,Shopping
03-07-2023,114.66,Uber ride,Transport
03-07-2023,82.61,Internet bill,Utilities
03-07-2023,227.01,Netflix subscription,Entertainment
03-07-2023,245.96,Bus ticket,Transport
03-07-2023,13.18,Grocery shopping,Food
04-07-2023,81.72,Electronics,Shopping
04-07-2023,201.88,Netflix subscription,Entertainment
04-07-2023,123.91,Coffee,Food
04-07-2023,182.67,Online shopping,Shopping
04-07-2023,245.05,Uber ride,Transport
04-07-2023,36.81,Concert,Entertainment
05-07-2023,134.21,Coffee,Food
05-07-2023,56.39,Restaurant,Food
05-07-2023,50.92,Electronics,Shopping
06-07-2023,137.49,Restaurant,Food
06-07-2023,120.44,Netflix subscription,Entertainment
06-07-2023,92.66,Electricity bill,Utilities
07-07-2023,47.57,Movie night,Entertainment
07-07-2023,29.66,Clothing purchase,Shopping
07-07-2023,39.78,Electronics,Shopping
07-07-2023,115.34,Coffee,Food
08-07-2023,111.7,Netflix subscription,Entertainment
08-07-2023,202.52,Grocery shopping,Food
08-07-2023,12.62,Concert,Entertainment
08-07-2023,84.65,Clothing purchase,Shopping
09-07-2023,47.85,Water bill,Utilities
09-07-2023,210.08,Grocery shopping,Food
09-07-2023,130.6,Movie night,Entertainment
09-07-2023,191.97,Electronics,Shopping
09-07-2023,191.02,Clothing purchase,Shopping
09-07-2023,192.69,Electricity bill,Utilities
10-07-2023,225.22,Electricity bill,Utilities
10-07-2023,219.19,Netflix subscription,Entertainment
10-07-2023,46.42,Concert,Entertainment
10-07-2023,117.79,Uber ride,Transport
10-07-2023,138.93,Electricity bill,Utilities
11-07-2023,201.58,Movie night,Entertainment
11-07-2023,15.3,Netflix subscription,Entertainment
11-07-2023,73.61,Uber ride,Transport
11-07-2023,243.33,Coffee,Food
11-07-2023,176.33,Movie night,Entertainment
12-07-2023,240.89,Electricity bill,Utilities
12-07-2023,158.92,Coffee,Food
12-07-2023,218.82,Coffee,Food
12-07-2023,21.74,Online shopping,Shopping
12-07-2023,16.3,Restaurant,Food
12-07-2023,207.01,Grocery shopping,Food
13-07-2023,78.48,Netflix subscription,Entertainment
13-07-2023,226.21,Coffee,Food
13-07-2023,85.95,Fuel refill,Transport
14-07-2023,158.41,Coffee,Food
14-07-2023,199.67,Clothing purchase,Shopping
14-07-2023,70.61,Water bill,Utilities
14-07-2023,132.75,Fuel refill,Transport
15-07-2023,151.75,Electricity bill,Utilities
15-07-2023,28,Grocery shopping,Food
15-07-2023,168.95,Online shopping,Shopping
16-07-2023,11.16,Fuel refill,Transport
16-07-2023,111.48,Internet bill,Utilities
16-07-2023,223.67,Coffee,Food
17-07-2023,114.09,Electronics,Shopping
17-07-2023,161.7,Grocery shopping,Food
17-07-2023,197.75,Internet bill,Utilities
18-07-2023,71.53,Internet bill,Utilities
18-07-2023,246.04,Concert,Entertainment
18-07-2023,93.65,Restaurant,Food
18-07-2023,16.18,Internet bill,Utilities
18-07-2023,243.03,Movie night,Entertainment
19-07-2023,157.52,Online shopping,Shopping
19-07-2023,121.2,Netflix subscription,Entertainment
19-07-2023,136.57,Grocery shopping,Food
20-07-2023,209.16,Restaurant,Food
20-07-2023,88.02,Electricity bill,Utilities
20-07-2023,145.15,Online shopping,Shopping
21-07-2023,15.88,Bus ticket,Transport
21-07-2023,205.09,Grocery shopping,Food
21-07-2023,205.46,Grocery shopping,Food
21-07-2023,220.57,Electronics,Shopping
22-07-2023,125.92,Coffee,Food
22-07-2023,248.24,Movie night,Entertainment
22-07-2023,72.31,Electronics,Shopping
22-07-2023,105.7,Coffee,Food
22-07-2023,68.25,Online shopping,Shopping
23-07-2023,181.02,Grocery shopping,Food
23-07-2023,181.74,Internet bill,Utilities
23-07-2023,5.52,Coffee,Food
24-07-2023,19.58,Electronics,Shopping
24-07-2023,67.89,Internet bill,Utilities
24-07-2023,201.09,Internet bill,Utilities
24-07-2023,27.61,Internet bill,Utilities
25-07-2023,22.4,Electricity bill,Utilities
25-07-2023,91.92,Bus ticket,Transport
25-07-2023,163.29,Bus ticket,Transport
25-07-2023,222.57,Uber ride,Transport
25-07-2023,128.03,Clothing purchase,Shopping
26-07-2023,42.81,Grocery shopping,Food
26-07-2023,34.54,Movie night,Entertainment
26-07-2023,21.28,Fuel refill,Transport
26-07-2023,175.25,Fuel refill,Transport
26-07-2023,114.97,Water bill,Utilities
27-07-2023,15.72,Electronics,Shopping
27-07-2023,141.87,Clothing purchase,Shopping
27-07-2023,205.1,Coffee,Food
27-07-2023,174.66,Electricity bill,Utilities
27-07-2023,24.02,Bus ticket,Transport
28-07-2023,198.3,Clothing purchase,Shopping
28-07-2023,99.14,Internet bill,Utilities
28-07-2023,191.04,Concert,Entertainment
29-07-2023,95.66,Movie night,Entertainment
29-07-2023,133.82,Electricity bill,Utilities
29-07-2023,163.21,Fuel refill,Transport
29-07-2023,89.74,Online shopping,Shopping
29-07-2023,11.23,Water bill,Utilities
30-07-2023,88.45,Bus ticket,Transport
30-07-2023,151.02,Movie night,Entertainment
30-07-2023,212.55,Restaurant,Food
30-07-2023,116.23,Uber ride,Transport
30-07-2023,39.44,Electricity bill,Utilities
30-07-2023,11.75,Clothing purchase,Shopping
31-07-2023,38.27,Concert,Entertainment
31-07-2023,56.17,Bus ticket,Transport
31-07-2023,44.21,Concert,Entertainment
31-07-2023,190.27,Uber ride,Transport
31-07-2023,36.86,Clothing purchase,Shopping
01-08-2023,239.2,Online shopping,Shopping
01-08-2023,222.66,Electronics,Shopping
01-08-2023,207.54,Internet bill,Utilities
01-08-2023,75.66,Grocery shopping,Food
,,,
02-08-2023,99.45,Electricity bill,Utilities
02-08-2023,42.77,Electricity bill,Utilities
02-08-2023,137.72,Grocery shopping,Food
02-08-2023,210.44,Electronics,Shopping
02-08-2023,207.57,Movie night,Entertainment
03-08-2023,19.12,Movie night,Entertainment
03-08-2023,241.77,Electricity bill,Utilities
03-08-2023,45.48,Water bill,Utilities
04-08-2023,41.88,Electronics,Shopping
04-08-2023,55.79,Bus ticket,Transport
04-08-2023,184.97,Online shopping,Shopping
04-08-2023,144.5,Uber ride,Transport
04-08-2023,54.32,Bus ticket,Transport
05-08-2023,121.51,Electricity bill,Utilities
05-08-2023,60.8,Internet bill,Utilities
05-08-2023,151.78,Netflix subscription,Entertainment
06-08-2023,218.14,Electronics,Shopping
06-08-2023,198.67,Clothing purchase,Shopping
06-08-2023,199.58,Electricity bill,Utilities
06-08-2023,219.89,Electricity bill,Utilities
07-08-2023,118.36,Coffee,Food
07-08-2023,149.24,Internet bill,Utilities
07-08-2023,133,Uber ride,Transport
07-08-2023,230.09,Concert,Entertainment
07-08-2023,182.8,Movie night,Entertainment
07-08-2023,116.71,Clothing purchase,Shopping
08-08-2023,192.31,Concert,Entertainment
08-08-2023,239.23,Water bill,Utilities
08-08-2023,112.59,Grocery shopping,Food
08-08-2023,223.81,Grocery shopping,Food
08-08-2023,221.45,Concert,Entertainment
08-08-2023,130.06,Netflix subscription,Entertainment
09-08-2023,184.84,Electronics,Shopping
09-08-2023,173.49,Uber ride,Transport
09-08-2023,174.67,Concert,Entertainment
09-08-2023,162.9,Uber ride,Transport
10-08-2023,73.3,Fuel refill,Transport
10-08-2023,7.17,Restaurant,Food
10-08-2023,170.82,Movie night,Entertainment
10-08-2023,5.57,Coffee,Food
10-08-2023,88.74,Netflix subscription,Entertainment
10-08-2023,21.91,Online shopping,Shopping
11-08-2023,192.7,Online shopping,Shopping
11-08-2023,155.33,Water bill,Utilities
11-08-2023,24.02,Restaurant,Food
12-08-2023,11,Internet bill,Utilities
12-08-2023,139.54,Concert,Entertainment
12-08-2023,237.18,Electricity bill,Utilities
12-08-2023,239,Fuel refill,Transport
12-08-2023,78.39,Movie night,Entertainment
12-08-2023,211.31,Coffee,Food
13-08-2023,22.86,Internet bill,Utilities
13-08-2023,56.72,Electronics,Shopping
13-08-2023,103.32,Bus ticket,Transport
13-08-2023,83.77,Movie night,Entertainment
13-08-2023,60.38,Electronics,Shopping
13-08-2023,244.85,Restaurant,Food
14-08-2023,106.95,Netflix subscription,Entertainment
14-08-2023,51.02,Restaurant,Food
14-08-2023,206.25,Uber ride,Transport
15-08-2023,64.27,Internet bill,Utilities
15-08-2023,206.52,Internet bill,Utilities
15-08-2023,229.61,Electricity bill,Utilities
15-08-2023,43.86,Bus ticket,Transport
16-08-2023,181.82,Uber ride,Transport
16-08-2023,82.81,Grocery shopping,Food
16-08-2023,196.84,Restaurant,Food
16-08-2023,178.21,Uber ride,Transport
17-08-2023,88.39,Fuel refill,Transport
17-08-2023,25.27,Electricity bill,Utilities
17-08-2023,207.55,Water bill,Utilities
17-08-2023,143.42,Concert,Entertainment
17-08-2023,223.51,Uber ride,Transport
18-08-2023,97.44,Netflix subscription,Entertainment
18-08-2023,26.88,Water bill,Utilities
18-08-2023,125.98,Bus ticket,Transport
19-08-2023,211.84,Water bill,Utilities
19-08-2023,45.9,Bus ticket,Transport
19-08-2023,168.26,Electronics,Shopping
20-08-2023,237.94,Water bill,Utilities
20-08-2023,70.9,Restaurant,Food
20-08-2023,160.41,Water bill,Utilities
21-08-2023,93.21,Fuel refill,Transport
21-08-2023,121.61,Electricity bill,Utilities
21-08-2023,193.84,Uber ride,Transport
22-08-2023,193.05,Water bill,Utilities
22-08-2023,206.43,Fuel refill,Transport
22-08-2023,166.05,Fuel refill,Transport
23-08-2023,189.74,Grocery shopping,Food
23-08-2023,101.71,Clothing purchase,Shopping
23-08-2023,185.59,Internet bill,Utilities
23-08-2023,172.14,Electricity bill,Utilities
23-08-2023,75.42,Grocery shopping,Food
24-08-2023,206.71,Online shopping,Shopping
24-08-2023,70.56,Fuel refill,Transport
24-08-2023,8.6,Clothing purchase,Shopping
24-08-2023,87.65,Clothing purchase,Shopping
24-08-2023,106.34,Restaurant,Food
25-08-2023,85.91,Concert,Entertainment
25-08-2023,70.34,Internet bill,Utilities
25-08-2023,220.02,Electronics,Shopping
26-08-2023,171,Internet bill,Utilities
26-08-2023,194.63,Water bill,Utilities
26-08-2023,215,Restaurant,Food
26-08-2023,193.69,Clothing purchase,Shopping
27-08-2023,49.53,Restaurant,Food
27-08-2023,194.42,Online shopping,Shopping
27-08-2023,90.28,Bus ticket,Transport
27-08-2023,167.44,Water bill,Utilities
28-08-2023,170.52,Water bill,Utilities
28-08-2023,153.51,Netflix subscription,Entertainment
28-08-2023,42.32,Clothing purchase,Shopping
29-08-2023,60.92,Netflix subscription,Entertainment
29-08-2023,123.6,Uber ride,Transport
29-08-2023,169.55,Water bill,Utilities
29-08-2023,247.6,Internet bill,Utilities
29-08-2023,162.92,Clothing purchase,Shopping
29-08-2023,94.59,Internet bill,Utilities
30-08-2023,39.5,Bus ticket,Transport
30-08-2023,196.42,Fuel refill,Transport
30-08-2023,41.01,Electronics,Shopping
30-08-2023,45.15,Electronics,Shopping
30-08-2023,203.42,Concert,Entertainment
31-08-2023,76.17,Internet bill,Utilities
31-08-2023,223.08,Electricity bill,Utilities
31-08-2023,20.24,Restaurant,Food
31-08-2023,6.92,Restaurant,Food
31-08-2023,114.68,Electricity bill,Utilities
01-09-2023,78.97,Restaurant,Food
01-09-2023,91.8,Bus ticket,Transport
01-09-2023,240.77,Fuel refill,Transport
01-09-2023,138.91,Uber ride,Transport
,,,
02-09-2023,216.67,Movie night,Entertainment
02-09-2023,17.24,Electricity bill,Utilities
02-09-2023,245.39,Grocery shopping,Food
03-09-2023,101.01,Bus ticket,Transport
03-09-2023,31.68,Internet bill,Utilities
03-09-2023,127.07,Water bill,Utilities
04-09-2023,133.02,Movie night,Entertainment
04-09-2023,117.45,Water bill,Utilities
04-09-2023,48.14,Bus ticket,Transport
04-09-2023,8.48,Uber ride,Transport
04-09-2023,184.37,Water bill,Utilities
04-09-2023,176.09,Clothing purchase,Shopping
05-09-2023,241.93,Clothing purchase,Shopping
05-09-2023,121.84,Clothing purchase,Shopping
05-09-2023,61.85,Water bill,Utilities
05-09-2023,196.43,Concert,Entertainment
05-09-2023,194.05,Internet bill,Utilities
06-09-2023,209.67,Electricity bill,Utilities
06-09-2023,97.36,Electricity bill,Utilities
06-09-2023,202.16,Internet bill,Utilities
06-09-2023,83.81,Clothing purchase,Shopping
07-09-2023,110.03,Movie night,Entertainment
07-09-2023,122.82,Grocery shopping,Food
07-09-2023,34.03,Online shopping,Shopping
07-09-2023,102.47,Restaurant,Food
08-09-2023,126.2,Bus ticket,Transport
08-09-2023,122.98,Grocery shopping,Food
08-09-2023,12.99,Netflix subscription,Entertainment
08-09-2023,113.87,Netflix subscription,Entertainment
08-09-2023,157.4,Uber ride,Transport
09-09-2023,143.2,Electricity bill,Utilities
09-09-2023,165.87,Movie night,Entertainment
09-09-2023,51.94,Fuel refill,Transport
10-09-2023,128.96,Water bill,Utilities
10-09-2023,14.54,Netflix subscription,Entertainment
10-09-2023,47.93,Fuel refill,Transport
11-09-2023,237.86,Online shopping,Shopping
11-09-2023,143.01,Electronics,Shopping
11-09-2023,84.95,Electronics,Shopping
11-09-2023,40.23,Concert,Entertainment
12-09-2023,107.76,Fuel refill,Transport
12-09-2023,121.7,Water bill,Utilities
12-09-2023,149.83,Fuel refill,Transport
12-09-2023,150.48,Coffee,Food
12-09-2023,22.43,Internet bill,Utilities
13-09-2023,220.48,Bus ticket,Transport
13-09-2023,28.29,Coffee,Food
13-09-2023,86.39,Concert,Entertainment
13-09-2023,193.93,Fuel refill,Transport
13-09-2023,131.34,Bus ticket,Transport
13-09-2023,16.12,Coffee,Food
14-09-2023,101,Online shopping,Shopping
14-09-2023,135.35,Clothing purchase,Shopping
14-09-2023,20.03,Online shopping,Shopping
14-09-2023,243.4,Online shopping,Shopping
14-09-2023,112.18,Online shopping,Shopping
14-09-2023,183.69,Movie night,Entertainment
15-09-2023,184.27,Internet bill,Utilities
15-09-2023,106.91,Water bill,Utilities
15-09-2023,154.36,Electronics,Shopping
15-09-2023,66.94,Online shopping,Shopping
15-09-2023,35.71,Movie night,Entertainment
15-09-2023,202.64,Concert,Entertainment
16-09-2023,149.71,Clothing purchase,Shopping
16-09-2023,106.55,Coffee,Food
16-09-2023,10.06,Uber ride,Transport
16-09-2023,131.81,Bus ticket,Transport
16-09-2023,158.97,Coffee,Food
17-09-2023,152.38,Grocery shopping,Food
17-09-2023,180.03,Water bill,Utilities
17-09-2023,30.12,Online shopping,Shopping
17-09-2023,129.68,Coffee,Food
18-09-2023,114.96,Grocery shopping,Food
18-09-2023,180.01,Bus ticket,Transport
18-09-2023,230.64,Movie night,Entertainment
18-09-2023,213.37,Bus ticket,Transport
18-09-2023,12.56,Grocery shopping,Food
18-09-2023,39.83,Grocery shopping,Food
19-09-2023,214.85,Electricity bill,Utilities
19-09-2023,111.65,Coffee,Food
19-09-2023,98.23,Grocery shopping,Food
19-09-2023,8.94,Internet bill,Utilities
20-09-2023,7.8,Water bill,Utilities
20-09-2023,242.71,Fuel refill,Transport
20-09-2023,62.57,Electronics,Shopping
20-09-2023,205.2,Netflix subscription,Entertainment
20-09-2023,241.92,Grocery shopping,Food
21-09-2023,80.66,Online shopping,Shopping
21-09-2023,140.41,Clothing purchase,Shopping
21-09-2023,220.44,Water bill,Utilities
21-09-2023,80.9,Coffee,Food
21-09-2023,169.81,Uber ride,Transport
22-09-2023,209.04,Movie night,Entertainment
22-09-2023,7.98,Concert,Entertainment
22-09-2023,139.47,Electricity bill,Utilities
23-09-2023,51.9,Electronics,Shopping
23-09-2023,234.07,Electricity bill,Utilities
23-09-2023,220.11,Online shopping,Shopping
23-09-2023,65.55,Clothing purchase,Shopping
24-09-2023,172.93,Fuel refill,Transport
24-09-2023,18.86,Electronics,Shopping
24-09-2023,162.22,Electricity bill,Utilities
25-09-2023,152.27,Movie night,Entertainment
25-09-2023,84.69,Electricity bill,Utilities
25-09-2023,245.19,Fuel refill,Transport
25-09-2023,132.08,Uber ride,Transport
26-09-2023,139.21,Uber ride,Transport
26-09-2023,141.1,Internet bill,Utilities
26-09-2023,147.63,Uber ride,Transport
27-09-2023,102.42,Netflix subscription,Entertainment
27-09-2023,55.31,Concert,Entertainment
27-09-2023,70.79,Coffee,Food
28-09-2023,242.29,Uber ride,Transport
28-09-2023,23.86,Concert,Entertainment
28-09-2023,238.1,Electronics,Shopping
28-09-2023,27.56,Netflix subscription,Entertainment
28-09-2023,157.79,Water bill,Utilities
28-09-2023,162.2,Uber ride,Transport
29-09-2023,66.47,Movie night,Entertainment
29-09-2023,178.12,Fuel refill,Transport
29-09-2023,71.42,Coffee,Food
29-09-2023,217.19,Internet bill,Utilities
30-09-2023,115.03,Movie night,Entertainment
30-09-2023,57.21,Electronics,Shopping
30-09-2023,54.64,Netflix subscription,Entertainment
01-10-2023,96.52,Internet bill,Utilities
01-10-2023,8.77,Online shopping,Shopping
01-10-2023,67.01,Water bill,Utilities
01-10-2023,239.61,Water bill,Utilities
,,,
02-10-2023,156.23,Grocery shopping,Food
02-10-2023,7.04,Restaurant,Food
02-10-2023,223.06,Bus ticket,Transport
02-10-2023,202.76,Electronics,Shopping
02-10-2023,130.62,Electricity bill,Utilities
02-10-2023,249.08,Movie night,Entertainment
03-10-2023,161.23,Coffee,Food
03-10-2023,179.94,Uber ride,Transport
03-10-2023,219.98,Grocery shopping,Food
03-10-2023,12.23,Water bill,Utilities
03-10-2023,8.87,Grocery shopping,Food
03-10-2023,20.32,Movie night,Entertainment
04-10-2023,57.76,Bus ticket,Transport
04-10-2023,150.73,Coffee,Food
04-10-2023,202.25,Uber ride,Transport
05-10-2023,74.41,Water bill,Utilities
05-10-2023,130.83,Movie night,Entertainment
05-10-2023,76.42,Movie night,Entertainment
05-10-2023,230.59,Fuel refill,Transport
05-10-2023,86.73,Netflix subscription,Entertainment
06-10-2023,224.36,Electricity bill,Utilities
06-10-2023,197.91,Restaurant,Food
06-10-2023,159.41,Clothing purchase,Shopping
06-10-2023,177.84,Concert,Entertainment
06-10-2023,164.08,Uber ride,Transport
06-10-2023,20.68,Electronics,Shopping
07-10-2023,10.37,Movie night,Entertainment
07-10-2023,128.14,Internet bill,Utilities
07-10-2023,125.32,Electronics,Shopping
07-10-2023,73.85,Water bill,Utilities
08-10-2023,68.76,Fuel refill,Transport
08-10-2023,22.27,Online shopping,Shopping
08-10-2023,187.96,Fuel refill,Transport
08-10-2023,207.49,Netflix subscription,Entertainment
08-10-2023,202.43,Concert,Entertainment
09-10-2023,131.18,Water bill,Utilities
09-10-2023,186.92,Grocery shopping,Food
09-10-2023,207.89,Fuel refill,Transport
10-10-2023,91.83,Clothing purchase,Shopping
10-10-2023,235.57,Uber ride,Transport
10-10-2023,30.13,Grocery shopping,Food
10-10-2023,140.58,Restaurant,Food
11-10-2023,199.65,Restaurant,Food
11-10-2023,118.15,Coffee,Food
11-10-2023,154.58,Coffee,Food
11-10-2023,170.04,Electronics,Shopping
11-10-2023,99.28,Clothing purchase,Shopping
12-10-2023,186.45,Online shopping,Shopping
12-10-2023,135.31,Clothing purchase,Shopping
12-10-2023,77.71,Internet bill,Utilities
12-10-2023,9.69,Restaurant,Food
12-10-2023,221.01,Movie night,Entertainment
12-10-2023,160.49,Uber ride,Transport
13-10-2023,132.21,Internet bill,Utilities
13-10-2023,65.11,Water bill,Utilities
13-10-2023,58.79,Movie night,Entertainment
13-10-2023,141.44,Water bill,Utilities
13-10-2023,218.51,Restaurant,Food
14-10-2023,189.63,Bus ticket,Transport
14-10-2023,85.25,Clothing purchase,Shopping
14-10-2023,145.98,Clothing purchase,Shopping
14-10-2023,33.27,Electronics,Shopping
14-10-2023,33.71,Grocery shopping,Food
15-10-2023,55.53,Fuel refill,Transport
15-10-2023,224.44,Clothing purchase,Shopping
15-10-2023,238.1,Fuel refill,Transport
16-10-2023,199.23,Restaurant,Food
16-10-2023,121.19,Coffee,Food
16-10-2023,59.37,Online shopping,Shopping
17-10-2023,184.17,Electricity bill,Utilities
17-10-2023,118.94,Grocery shopping,Food
17-10-2023,36.21,Coffee,Food
17-10-2023,115.57,Coffee,Food
18-10-2023,104.12,Movie night,Entertainment
18-10-2023,23.55,Concert,Entertainment
18-10-2023,225.93,Restaurant,Food
18-10-2023,122.42,Uber ride,Transport
18-10-2023,21.31,Coffee,Food
19-10-2023,115.37,Grocery shopping,Food
19-10-2023,247.36,Online shopping,Shopping
19-10-2023,141.97,Electricity bill,Utilities
20-10-2023,22.15,Concert,Entertainment
20-10-2023,95.55,Concert,Entertainment
20-10-2023,165.9,Concert,Entertainment
21-10-2023,58.33,Movie night,Entertainment
