date,amount,description,category
2024-02-16,4108,Water Bill,Utilities
2024-02-18,4890,Misc Expense,Uncategorized
2024-01-14,2579,Metro Card,Transport
2024-05-22,878,Restaurant Bill,Food
2024-06-07,1685,Misc Expense,Uncategorized
2024-01-01,1448,Amazon Purchase,Shopping
2024-04-26,18940,House Rent,Rent
2024-02-23,2144,Amazon Purchase,Shopping
2024-04-27,1158,Uber Ride,Transport
2024-01-03,2627,Water Bill,Utilities
2024-05-23,442,Amazon Purchase,Shopping
2024-01-12,3759,Metro Card,Transport
2024-03-14,1996,Fuel,Transport
2024-01-16,19915,House Rent,Rent
2024-04-11,1673,Uber Ride,Transport
2024-05-31,4374,Amazon Purchase,Shopping
2024-06-04,2495,Restaurant Bill,Food
2024-04-26,678,Zomato,Food
2024-01-08,2107,Flipkart Order,Shopping
2024-05-01,1892,Amazon Purchase,Shopping
2024-04-01,19005,House Rent,Rent
2024-06-12,3893,Swiggy Order,Food
2024-03-30,19875,House Rent,Rent
2024-05-15,3551,Amazon Purchase,Shopping
2024-02-29,2240,Uber Ride,Transport
2024-06-26,241,Fuel,Transport
2024-01-28,4896,Amazon Purchase,Shopping
2024-04-10,1313,Zomato,Food
2024-02-10,4797,Water Bill,Utilities
2024-06-03,2068,Uber Ride,Transport
2024-05-24,2529,Zomato,Food
2024-06-09,19912,House Rent,Rent
2024-06-05,1912,Flipkart Order,Shopping
2024-05-20,15182,House Rent,Rent
2024-02-15,1617,Electricity Bill,Utilities
2024-02-04,1456,Misc Expense,Uncategorized
2024-05-13,3728,Misc Expense,Uncategorized
2024-03-22,18691,House Rent,Rent
2024-04-24,4651,Movie Ticket,Entertainment
2024-02-16,3439,Amazon Purchase,Shopping
2024-06-01,3472,Amazon Purchase,Shopping
2024-01-10,3421,Movie Ticket,Entertainment
2024-02-25,273,Netflix Subscription,Entertainment
2024-01-30,826,Swiggy Order,Food
2024-04-18,4133,Zomato,Food
2024-01-05,2786,Amazon Purchase,Shopping
2024-04-28,1874,Amazon Purchase,Shopping
2024-02-02,3908,Uber Ride,Transport
2024-04-27,2802,Fuel,Transport
2024-03-05,3968,Movie Ticket,Entertainment
2024-05-25,1942,Flipkart Order,Shopping
2024-06-25,1009,Flipkart Order,Shopping
2024-01-11,870,Flipkart Order,Shopping
2024-03-25,4824,Netflix Subscription,Entertainment
2024-01-26,486,Misc Expense,Uncategorized
2024-03-03,4108,Metro Card,Transport
2024-03-26,2382,Fuel,Transport
2024-02-28,2098,Uber Ride,Transport
2024-01-27,4769,Swiggy Order,Food
2024-06-25,1531,Amazon Purchase,Shopping
2024-06-09,2424,Flipkart Order,Shopping
2024-04-07,2758,Flipkart Order,Shopping
2024-04-14,4120,Swiggy Order,Food
2024-04-08,3359,Water Bill,Utilities
2024-05-08,2342,Restaurant Bill,Food
2024-05-28,3234,Electricity Bill,Utilities
2024-02-24,2141,Restaurant Bill,Food
2024-01-06,16141,House Rent,Rent
2024-04-04,2043,Netflix Subscription,Entertainment
2024-05-12,17980,House Rent,Rent
2024-04-11,1691,Amazon Purchase,Shopping
2024-01-03,3319,Netflix Subscription,Entertainment
2024-01-23,18273,House Rent,Rent
2024-02-22,1542,Flipkart Order,Shopping
2024-06-13,18546,House Rent,Rent
2024-03-23,3028,Uber Ride,Transport
2024-05-24,1029,Amazon Purchase,Shopping
2024-03-25,3375,Water Bill,Utilities
2024-03-18,2000,Amazon Purchase,Shopping
2024-04-19,1499,Misc Expense,Uncategorized
2024-01-01,3750,Misc Expense,Uncategorized
2024-02-20,1278,Misc Expense,Uncategorized
2024-06-21,1357,Restaurant Bill,Food
2024-01-04,17309,House Rent,Rent
2024-04-22,4440,Netflix Subscription,Entertainment
2024-02-01,17169,House Rent,Rent
2024-02-03,223,Zomato,Food
2024-04-01,18158,House Rent,Rent
2024-04-04,2516,Metro Card,Transport
2024-03-12,2036,Restaurant Bill,Food
2024-02-08,16301,House Rent,Rent
2024-06-02,2452,Uber Ride,Transport
2024-06-10,2490,Uber Ride,Transport
2024-04-27,1477,Metro Card,Transport
2024-01-03,19857,House Rent,Rent
2024-05-02,482,Zomato,Food
2024-02-19,15299,House Rent,Rent
2024-01-12,1622,Water Bill,Utilities
2024-02-23,1403,Restaurant Bill,Food
2024-05-12,1234,Misc Expense,Uncategorized
2024-02-26,3270,Water Bill,Utilities
2024-05-24,1337,Water Bill,Utilities
2024-04-21,2934,Flipkart Order,Shopping
2024-02-16,2667,Swiggy Order,Food
2024-05-30,2760,Swiggy Order,Food
2024-03-25,2146,Fuel,Transport
2024-05-21,1240,Misc Expense,Uncategorized
2024-03-06,1808,Flipkart Order,Shopping
2024-03-15,3832,Metro Card,Transport
2024-06-27,575,Netflix Subscription,Entertainment
2024-04-12,657,Swiggy Order,Food
2024-06-14,982,Zomato,Food
2024-02-07,4890,Metro Card,Transport
2024-02-19,16610,House Rent,Rent
2024-04-07,4594,Restaurant Bill,Food
2024-03-22,2908,Flipkart Order,Shopping
2024-01-30,18536,House Rent,Rent
2024-03-19,3902,Water Bill,Utilities
2024-03-31,3922,Fuel,Transport
2024-06-27,4358,Amazon Purchase,Shopping
2024-02-21,1963,Swiggy Order,Food
2024-06-14,2484,Electricity Bill,Utilities
2024-03-19,2590,Water Bill,Utilities
2024-01-30,1824,Restaurant Bill,Food
2024-04-15,2867,Misc Expense,Uncategorized
2024-02-20,3520,Movie Ticket,Entertainment
2024-03-21,3737,Restaurant Bill,Food
2024-05-12,376,Metro Card,Transport
2024-01-29,18752,House Rent,Rent
2024-05-11,15695,House Rent,Rent
2024-05-17,3334,Metro Card,Transport
2024-05-24,2411,Misc Expense,Uncategorized
2024-03-14,3659,Misc Expense,Uncategorized
2024-01-17,17694,House Rent,Rent
2024-03-24,1672,Swiggy Order,Food
2024-03-09,4336,Netflix Subscription,Entertainment
2024-02-03,2335,Netflix Subscription,Entertainment
2024-01-06,356,Amazon Purchase,Shopping
2024-02-22,3275,Water Bill,Utilities
2024-05-05,19897,House Rent,Rent
2024-02-12,2114,Zomato,Food
2024-04-24,3755,Restaurant Bill,Food
2024-04-20,3856,Swiggy Order,Food
2024-05-30,3744,Amazon Purchase,Shopping
2024-03-20,2522,Zomato,Food
2024-04-04,4645,Water Bill,Utilities
2024-04-27,2258,Movie Ticket,Entertainment
2024-05-23,2442,Zomato,Food
2024-01-08,1073,Fuel,Transport
2024-05-11,1150,Restaurant Bill,Food
2024-04-13,1688,Restaurant Bill,Food
2024-05-11,536,Electricity Bill,Utilities
2024-01-25,3958,Restaurant Bill,Food
2024-04-05,2484,Flipkart Order,Shopping
2024-06-03,1689,Movie Ticket,Entertainment
2024-04-02,1111,Zomato,Food
2024-06-08,17307,House Rent,Rent
2024-06-26,1135,Restaurant Bill,Food
2024-03-01,4549,Metro Card,Transport
2024-05-01,1364,Netflix Subscription,Entertainment
2024-02-20,1909,Metro Card,Transport
2024-05-26,17341,House Rent,Rent
2024-01-21,917,Water Bill,Utilities
2024-01-05,988,Metro Card,Transport
2024-04-01,4828,Restaurant Bill,Food
2024-06-18,19232,House Rent,Rent
2024-03-01,918,Water Bill,Utilities
2024-01-22,297,Uber Ride,Transport
2024-05-28,18492,House Rent,Rent
2024-03-10,2048,Restaurant Bill,Food
2024-01-01,17010,House Rent,Rent
2024-05-12,4218,Electricity Bill,Utilities
2024-01-12,15234,House Rent,Rent
2024-03-30,3707,Amazon Purchase,Shopping
2024-02-15,3623,Netflix Subscription,Entertainment
2024-02-03,4728,Movie Ticket,Entertainment
2024-06-25,1416,Fuel,Transport
2024-03-18,2687,Swiggy Order,Food
2024-02-14,3474,Electricity Bill,Utilities
2024-06-03,326,Zomato,Food
2024-03-13,15891,House Rent,Rent
2024-01-26,2357,Electricity Bill,Utilities
2024-02-16,2178,Flipkart Order,Shopping
2024-04-30,4524,Netflix Subscription,Entertainment
2024-02-25,2105,Water Bill,Utilities
2024-04-03,1978,Swiggy Order,Food
2024-04-16,4076,Flipkart Order,Shopping
2024-03-03,1039,Restaurant Bill,Food
2024-02-17,19917,House Rent,Rent
2024-03-01,3423,Swiggy Order,Food
2024-03-21,2196,Swiggy Order,Food
2024-01-26,2200,Zomato,Food
2024-02-05,3848,Amazon Purchase,Shopping
2024-01-01,3941,Misc Expense,Uncategorized
2024-01-08,774,Zomato,Food
2024-04-22,2761,Fuel,Transport
2024-04-08,4736,Metro Card,Transport
2024-06-28,3359,Metro Card,Transport
2024-02-16,18904,House Rent,Rent
2024-05-06,18227,House Rent,Rent
2024-02-25,17512,House Rent,Rent
2024-01-14,3966,Metro Card,Transport
2024-01-28,2322,Flipkart Order,Shopping
2024-03-18,3562,Water Bill,Utilities
2024-05-09,4860,Swiggy Order,Food
2024-04-18,2666,Movie Ticket,Entertainment
2024-06-02,18709,House Rent,Rent
2024-01-14,4679,Flipkart Order,Shopping
2024-02-25,4502,Fuel,Transport
2024-04-24,4420,Restaurant Bill,Food
2024-01-07,3216,Flipkart Order,Shopping
2024-01-03,15643,House Rent,Rent
2024-04-20,588,Electricity Bill,Utilities
2024-05-30,3376,Misc Expense,Uncategorized
2024-04-16,1341,Netflix Subscription,Entertainment
2024-01-18,492,Flipkart Order,Shopping
2024-02-07,3502,Zomato,Food
2024-04-24,377,Misc Expense,Uncategorized
2024-01-15,18270,House Rent,Rent
2024-04-28,560,Zomato,Food
2024-01-28,3583,Water Bill,Utilities
2024-02-08,1172,Amazon Purchase,Shopping
2024-01-17,3273,Misc Expense,Uncategorized
2024-03-26,16723,House Rent,Rent
2024-05-05,4881,Fuel,Transport
2024-02-13,2152,Swiggy Order,Food
2024-01-25,2395,Uber Ride,Transport
2024-05-24,2569,Zomato,Food
2024-01-13,2883,Fuel,Transport
2024-01-25,2600,Uber Ride,Transport
2024-03-08,2745,Flipkart Order,Shopping
2024-05-17,2449,Movie Ticket,Entertainment
2024-03-07,1216,Metro Card,Transport
2024-04-18,3406,Uber Ride,Transport
2024-05-25,3923,Amazon Purchase,Shopping
2024-04-20,1646,Misc Expense,Uncategorized
2024-04-20,18563,House Rent,Rent
2024-02-03,4775,Misc Expense,Uncategorized
2024-04-20,2843,Misc Expense,Uncategorized
2024-01-08,2593,Movie Ticket,Entertainment
2024-06-16,456,Amazon Purchase,Shopping
2024-04-22,969,Fuel,Transport
2024-03-23,1383,Flipkart Order,Shopping
2024-02-11,3742,Electricity Bill,Utilities
2024-06-17,16296,House Rent,Rent
2024-04-10,344,Misc Expense,Uncategorized
2024-01-06,1029,Misc Expense,Uncategorized
2024-06-28,2509,Netflix Subscription,Entertainment
2024-01-26,4382,Fuel,Transport
2024-03-04,2901,Misc Expense,Uncategorized
2024-02-28,3215,Movie Ticket,Entertainment
2024-04-18,3719,Zomato,Food
2024-04-30,18583,House Rent,Rent
2024-02-02,2318,Amazon Purchase,Shopping
2024-05-29,2469,Zomato,Food
2024-01-21,2937,Fuel,Transport
2024-03-10,4544,Uber Ride,Transport
2024-04-21,1296,Uber Ride,Transport
2024-01-04,1561,Swiggy Order,Food
2024-04-03,15666,House Rent,Rent
2024-03-15,2276,Misc Expense,Uncategorized
2024-03-02,4522,Swiggy Order,Food
2024-04-03,15979,House Rent,Rent
2024-04-04,3796,Zomato,Food
2024-05-31,2865,Metro Card,Transport
2024-02-24,215,Amazon Purchase,Shopping
2024-05-16,15692,House Rent,Rent
2024-05-10,18008,House Rent,Rent
2024-01-31,253,Zomato,Food
2024-02-09,3799,Misc Expense,Uncategorized
2024-02-05,3886,Restaurant Bill,Food
2024-05-31,2013,Netflix Subscription,Entertainment
2024-01-06,2501,Misc Expense,Uncategorized
2024-03-06,2880,Amazon Purchase,Shopping
2024-03-15,2971,Fuel,Transport
2024-01-04,2735,Amazon Purchase,Shopping
2024-03-19,1232,Netflix Subscription,Entertainment
2024-05-13,17038,House Rent,Rent
2024-04-27,4747,Misc Expense,Uncategorized
2024-04-22,2279,Metro Card,Transport
2024-04-03,1522,Water Bill,Utilities
2024-06-27,4416,Uber Ride,Transport
2024-03-02,16391,House Rent,Rent
2024-03-19,15614,House Rent,Rent
2024-05-15,3676,Zomato,Food
2024-01-26,15270,House Rent,Rent
2024-06-27,1490,Electricity Bill,Utilities
2024-06-21,3707,Water Bill,Utilities
2024-02-13,18075,House Rent,Rent
2024-05-12,2580,Swiggy Order,Food
2024-03-10,3024,Fuel,Transport
2024-06-02,4376,Zomato,Food
2024-04-27,3932,Netflix Subscription,Entertainment
2024-03-08,1480,Zomato,Food
2024-01-19,3256,Movie Ticket,Entertainment
2024-01-20,15383,House Rent,Rent
2024-04-22,2087,Restaurant Bill,Food
2024-05-19,3209,Misc Expense,Uncategorized
2024-02-16,2898,Movie Ticket,Entertainment
2024-01-01,3514,Uber Ride,Transport
2024-03-30,2849,Flipkart Order,Shopping
2024-05-21,305,Water Bill,Utilities
2024-03-04,3911,Restaurant Bill,Food
2024-02-07,2651,Misc Expense,Uncategorized
2024-02-06,2808,Movie Ticket,Entertainment
2024-05-05,4186,Restaurant Bill,Food
2024-05-18,4638,Metro Card,Transport
2024-04-09,19349,House Rent,Rent
2024-03-17,3651,Amazon Purchase,Shopping
2024-01-03,2932,Swiggy Order,Food
2024-06-09,252,Flipkart Order,Shopping
2024-05-13,2900,Swiggy Order,Food
2024-06-26,2710,Uber Ride,Transport
2024-01-10,17536,House Rent,Rent
2024-01-05,4299,Metro Card,Transport
2024-05-30,2014,Restaurant Bill,Food
2024-05-17,506,Electricity Bill,Utilities
2024-06-20,1761,Swiggy Order,Food
2024-05-09,18489,House Rent,Rent
2024-01-13,2220,Electricity Bill,Utilities
2024-06-16,19357,House Rent,Rent
2024-05-09,1638,Amazon Purchase,Shopping
2024-03-24,1199,Swiggy Order,Food
2024-03-05,2330,Amazon Purchase,Shopping
2024-03-03,1597,Uber Ride,Transport
2024-04-10,468,Zomato,Food
2024-03-13,2635,Restaurant Bill,Food
2024-01-17,1393,Netflix Subscription,Entertainment
2024-01-09,3486,Electricity Bill,Utilities
2024-05-22,1092,Metro Card,Transport
2024-05-31,2486,Misc Expense,Uncategorized
2024-02-07,3507,Uber Ride,Transport
2024-06-11,1955,Electricity Bill,Utilities
2024-04-03,2863,Netflix Subscription,Entertainment
2024-04-04,1581,Restaurant Bill,Food
2024-02-18,551,Electricity Bill,Utilities
2024-03-09,3193,Flipkart Order,Shopping
2024-03-02,2666,Amazon Purchase,Shopping
2024-06-26,15374,House Rent,Rent
2024-03-18,3162,Flipkart Order,Shopping
2024-04-26,4695,Misc Expense,Uncategorized
2024-04-29,212,Flipkart Order,Shopping
2024-05-16,2478,Swiggy Order,Food
2024-06-10,3049,Swiggy Order,Food
2024-03-16,17616,House Rent,Rent
